Codigo	Descricao	Categoria	Data Início	Data Fim
20087020	Polpa com valor Brix igual ou superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20087090	Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20088000	- Morangos	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089	- Outras, incluindo as misturas, com exclusão das da subposição 2008.19:	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089100	-- Palmitos	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089300	-- Arandos vermelhos (cranberries) (Vaccinium macrocarpon, Vaccinium oxycoccos); airela vermelha (Vaccinium vitis-idaea)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
200897	-- Misturas	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089710	Em água edulcorada, incluindo os xaropes	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089790	Outras	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20089900	-- Outras	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
2009	Sucos (sumos) de fruta (incluindo os mostos de uvas e a água de coco) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20091	- Suco (sumo) de laranja:	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20091100	-- Congelado	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20091200	-- Não congelado, com valor Brix não superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20091900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20092	- Suco (sumo) de toranja; suco (sumo) de pomelo:	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20092100	-- Com valor Brix não superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20092900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20093	- Suco (sumo) de qualquer outro citro (citrino):	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20093100	-- Com valor Brix não superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20093900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20094	- Suco (sumo) de abacaxi (ananás):	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20094100	-- Com valor Brix não superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20094900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20095000	- Suco (sumo) de tomate	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20096	- Suco (sumo) de uva (incluindo os mostos de uvas):	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20096100	-- Com valor Brix não superior a 30	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20096900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20097	- Suco (sumo) de maçã:	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20097100	-- Com valor Brix não superior a 20	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20097900	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098	- Suco (sumo) de qualquer outra fruta ou produto hortícola:	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098100	-- Suco (sumo) de arando vermelho (cranberry) (Vaccinium macrocarpon, Vaccinium oxycoccos); suco (sumo) de airela vermelha (Vaccinium vitis-idaea)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
200989	-- Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
2009891	Suco (sumo) de pêssego, de acerola (Malpighia spp.) e de maracujá (Passiflora edulis)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098911	De pêssego, com valor Brix igual ou superior a 60	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098912	De acerola (Malpighia spp.)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098913	De maracujá (Passiflora edulis)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098919	Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
2009892	Água de coco (Cocos nucifera)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098921	Com valor Brix não superior a 7,4	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098922	Com valor Brix superior a 7,4	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20098990	Outros	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
20099000	- Misturas de sucos (sumos)	20: Preparações de produtos hortícolas, fruta ou de outras partes de plantas. 	01/04/2022	31/12/9999
21	Preparações alimentícias diversas.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2101	Extratos, essências e concentrados de café, chá ou mate e preparações à base destes produtos ou à base de café, chá ou mate; chicória torrada e outros sucedâneos torrados do café e respectivos extratos, essências e concentrados.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21011	- Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café:	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210111	-- Extratos, essências e concentrados	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21011110	Café solúvel, mesmo descafeinado	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21011190	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21011200	-- Preparações à base de extratos, essências ou concentrados ou à base de café	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210120	- Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21012010	De chá	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21012020	De mate	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21013000	- Chicória torrada e outros sucedâneos torrados do café e respectivos extratos, essências e concentrados	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2102	Leveduras (vivas ou mortas); outros microrganismos monocelulares mortos (exceto as vacinas da posição 30.02); pós para levedar, preparados.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210210	- Leveduras vivas	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21021010	Saccharomyces boulardii	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21021090	Outras	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21022000	- Leveduras mortas; outros microrganismos monocelulares mortos	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21023000	- Pós para levedar, preparados	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2103	Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210310	- Molho de soja	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21031010	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21031090	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210320	- Ketchup e outros molhos de tomate	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21032010	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21032090	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210330	- Farinha de mostarda e mostarda preparada	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21033010	Farinha de mostarda	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2103302	Mostarda preparada	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21033021	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21033029	Outras	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210390	- Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2103901	Maionese	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039011	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039019	Outra	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2103902	Condimentos e temperos, compostos	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039021	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039029	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2103909	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039091	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21039099	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2104	Preparações para caldos e sopas; caldos e sopas preparados; preparações alimentícias compostas homogeneizadas.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210410	- Preparações para caldos e sopas; caldos e sopas preparados	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2104101	Preparações para caldos e sopas	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21041011	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21041019	Outras	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2104102	Caldos e sopas preparados	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21041021	Em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21041029	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21042000	- Preparações alimentícias compostas homogeneizadas	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210500	Sorvetes (gelados*), mesmo que contenham cacau.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21050010	Em embalagens imediatas de conteúdo inferior ou igual a 2 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21050090	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2106	Preparações alimentícias não especificadas nem compreendidas noutras posições.	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21061000	- Concentrados de proteínas e substâncias proteicas texturizadas	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
210690	- Outras	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069010	Preparações do tipo utilizado para elaboração de bebidas	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
2106902	Pós, inclusive com adição de açúcar ou outro edulcorante, para a fabricação de pudins, cremes, sorvetes, flans, gelatinas ou preparações semelhantes	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069021	Para a fabricação de pudins, em embalagens imediatas de conteúdo inferior ou igual a 1 kg	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069029	Outros	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069030	Complementos alimentares	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069040	Misturas à base de ascorbato de sódio e glucose próprias para embutidos	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069050	Gomas de mascar, sem açúcar	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069060	Caramelos, confeitos, pastilhas e produtos semelhantes, sem açúcar	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
21069090	Outras	21: Preparações alimentícias diversas. 	01/04/2022	31/12/9999
22	Bebidas, líquidos alcoólicos e vinagres.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2201	Águas, incluindo as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22011000	- Águas minerais e águas gaseificadas	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22019000	- Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2202	Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas da posição 20.09.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22021000	- Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22029	- Outras:	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22029100	-- Cerveja sem álcool	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22029900	-- Outras	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22030000	Cervejas de malte.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2204	Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220410	- Vinhos espumantes e vinhos espumosos	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22041010	Tipo champanha (champagne)	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22041090	Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042	- Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool:	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042100	-- Em recipientes de capacidade não superior a 2 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220422	-- Em recipientes de capacidade superior a 2 l, mas não superior a 10 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2204221	Vinhos	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042211	Em recipientes de capacidade não superior a 5 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042219	Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042220	Mostos	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220429	-- Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042910	Vinhos	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22042920	Mostos	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22043000	- Outros mostos de uvas	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2205	Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22051000	- Em recipientes de capacidade não superior a 2 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22059000	- Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220600	Outras bebidas fermentadas (por exemplo, sidra, perada, hidromel, saquê); misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22060010	Sidra	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22060090	Outras	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2207	Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol.; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220710	- Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22071010	Com um teor de água inferior ou igual a 1 % vol.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22071090	Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220720	- Álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2207201	Álcool etílico	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22072011	Com um teor de água inferior ou igual a 1 % vol.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22072019	Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22072020	Aguardente	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
2208	Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol.; aguardentes, licores e outras bebidas espirituosas.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22082000	- Aguardentes de vinho ou de bagaço, de uvas	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
220830	- Uísques	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22083010	Com um teor alcoólico, em volume, superior a 50 % vol., em recipientes de capacidade igual ou superior a 50 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22083020	Em embalagens de capacidade inferior ou igual a 2 l	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22083090	Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22084000	- Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22085000	- Gim e genebra	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22086000	- Vodca	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22087000	- Licores	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22089000	- Outros	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
22090000	Vinagres e seus sucedâneos obtidos a partir do ácido acético, para uso alimentar.	22: Bebidas, líquidos alcoólicos e vinagres. 	01/04/2022	31/12/9999
23	Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
2301	Farinhas, pós e pellets, de carnes, miudezas, peixes ou crustáceos, moluscos ou de outros invertebrados aquáticos, impróprios para alimentação humana; torresmos.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230110	- Farinhas, pós e pellets, de carnes ou de miudezas; torresmos	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23011010	De carne	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23011090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230120	- Farinhas, pós e pellets, de peixes ou crustáceos, moluscos ou de outros invertebrados aquáticos	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23012010	De peixes	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23012090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
2302	Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23021000	- De milho	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230230	- De trigo	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23023010	Farelo	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23023090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23024000	- De outros cereais	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23025000	- De leguminosas	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
2303	Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em pellets.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23031000	- Resíduos da fabricação do amido e resíduos semelhantes	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23032000	- Polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23033000	- Borras e desperdícios da indústria da cerveja e das destilarias	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230400	Tortas (bagaços) e outros resíduos sólidos, mesmo triturados ou em pellets, da extração do óleo de soja.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23040010	Farinhas e pellets	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23040090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23050000	Tortas (bagaços) e outros resíduos sólidos, mesmo triturados ou em pellets, da extração do óleo de amendoim.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
2306	Tortas (bagaços) e outros resíduos sólidos, mesmo triturados ou em pellets, da extração de gorduras ou óleos vegetais ou de origem microbiana, exceto os das posições 23.04 ou 23.05.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23061000	- De sementes de algodão	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23062000	- De linhaça (sementes de linho)	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230630	- De sementes de girassol	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23063010	Tortas (bagaços), farinhas e pellets	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23063090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23064	- De sementes de nabo silvestre ou de colza:	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23064100	-- Com baixo teor de ácido erúcico	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23064900	-- Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23065000	- De coco ou de copra	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23066000	- De nozes ou de amêndoas de palma (palmiste) (coconote)	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230690	- Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23069010	De germe de milho	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23069090	Outros	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23070000	Borras de vinho; tártaro em bruto.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23080000	Matérias vegetais e desperdícios vegetais, resíduos e subprodutos vegetais, mesmo em pellets, do tipo utilizado na alimentação de animais, não especificados nem compreendidos noutras posições.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
2309	Preparações do tipo utilizado na alimentação de animais.	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23091000	- Alimentos para cães ou gatos, acondicionados para venda a retalho	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
230990	- Outras	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099010	Preparações destinadas a fornecer ao animal a totalidade dos elementos nutritivos necessários para uma alimentação diária racional e equilibrada (alimentos compostos completos)	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099020	Preparações à base de sal iodado, farinha de ossos, farinha de concha, cobre e cobalto	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099030	Bolachas e biscoitos	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099040	Preparações que contenham diclazuril	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099050	Preparações com um teor de cloridrato de ractopamina igual ou superior a 2 %, em peso, com suporte de farelo de soja	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099060	Preparações que contenham xilanase e betagluconase, com suporte de farinha de trigo	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
23099090	Outras	23: Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais. 	01/04/2022	31/12/9999
